,Dataset,N,Omega,D
0,apps2,13941,0.04,1284.0
0,apps2,13961,0.04,1284.0
0,apps2,13981,0.02,1285.0
0,apps2,14021,0.04,1286.0
0,apps2,14041,0.06,1286.0
0,apps2,14061,0.06,1287.0
0,apps2,14081,0.08,1289.0
0,apps2,14101,0.1,1289.0
0,apps2,14121,0.06,1291.0
0,apps2,14181,0.02,1294.0
0,apps2,14201,0.02,1294.0
0,apps2,14221,0.02,1294.0
0,apps2,14241,0.02,1295.0
0,apps2,14261,0.04,1295.0
0,apps2,14281,0.06,1295.0
0,apps2,14301,0.02,1297.0
0,apps2,14321,0.02,1297.0
0,apps2,14401,0.02,1298.0
0,apps2,14421,0.04,1298.0
0,apps2,14441,0.02,1299.0
0,apps2,14481,0.02,1300.0
0,apps2,14501,0.02,1300.0
0,apps2,14521,0.02,1301.0
0,apps2,14541,0.02,1301.0
0,apps2,14561,0.02,1301.0
0,apps2,14581,0.02,1302.0
0,apps2,14601,0.04,1302.0
0,apps2,14621,0.06,1303.0
0,apps2,14641,0.06,1304.0
0,apps2,14661,0.02,1306.0
0,apps2,14681,0.06,1306.0
0,apps2,14701,0.06,1307.0
0,apps2,14721,0.12,1308.0
0,apps2,14741,0.1,1310.0
0,apps2,14761,0.04,1312.0
0,apps2,14781,0.02,1313.0
0,apps2,14801,0.04,1314.0
0,apps2,14821,0.04,1314.0
0,apps2,14841,0.02,1316.0
0,apps2,14861,0.06,1316.0
0,apps2,14881,0.06,1317.0
0,apps2,14901,0.06,1317.0
0,apps2,14921,0.02,1319.0
0,apps2,14961,0.02,1320.0
0,apps2,14981,0.08,1320.0
0,apps2,15001,0.1,1320.0
0,apps2,15021,0.08,1322.0
0,apps2,15041,0.02,1325.0
0,apps2,15081,0.04,1326.0
0,apps2,15101,0.06,1326.0
0,apps2,15121,0.08,1327.0
0,apps2,15141,0.06,1329.0
0,apps2,15161,0.06,1331.0
0,apps2,15181,0.02,1332.0
0,apps2,15201,0.04,1332.0
0,apps2,15221,0.02,1333.0
0,apps2,15241,0.04,1334.0
0,apps2,15261,0.04,1334.0
0,apps2,15281,0.06,1334.0
0,apps2,15301,0.06,1336.0
0,apps2,15321,0.04,1336.0
0,apps2,15341,0.02,1337.0
0,apps2,15361,0.04,1338.0
0,apps2,15381,0.04,1338.0
0,apps2,15401,0.02,1339.0
0,apps2,15421,0.02,1340.0
0,apps2,15441,0.04,1340.0
0,apps2,15461,0.02,1341.0
0,apps2,15481,0.08,1341.0
0,apps2,15501,0.1,1342.0
0,apps2,15521,0.14,1344.0
0,apps2,15541,0.1,1346.0
0,apps2,15561,0.1,1349.0
0,apps2,15581,0.06,1351.0
0,biotech,1,1.0,1.0
0,biotech,21,0.96,16.0
0,biotech,41,1.0,32.0
0,biotech,61,0.82,50.0
0,biotech,81,0.8,67.0
0,biotech,101,0.72,82.0
0,biotech,121,0.54,95.0
0,biotech,141,0.5,109.0
0,biotech,161,0.56,117.0
0,biotech,181,0.66,125.0
0,biotech,201,0.56,140.0
0,biotech,221,0.5,150.0
0,biotech,241,0.56,158.0
0,biotech,261,0.58,169.0
0,biotech,281,0.64,178.0
0,biotech,301,0.58,192.0
0,biotech,321,0.46,203.0
0,biotech,341,0.3,212.0
0,biotech,361,0.38,220.0
0,biotech,381,0.44,226.0
0,biotech,401,0.5,230.0
0,biotech,421,0.28,243.0
0,biotech,441,0.3,250.0
0,biotech,461,0.34,256.0
0,biotech,481,0.42,261.0
0,biotech,501,0.42,268.0
0,biotech,521,0.46,277.0
0,biotech,541,0.44,283.0
0,biotech,561,0.48,291.0
0,biotech,581,0.52,300.0
0,biotech,601,0.5,309.0
0,biotech,621,0.46,318.0
0,biotech,641,0.38,329.0
0,biotech,661,0.28,337.0
0,biotech,681,0.26,346.0
0,biotech,701,0.28,350.0
0,biotech,721,0.32,354.0
0,biotech,741,0.28,360.0
0,biotech,761,0.32,363.0
0,biotech,781,0.3,370.0
0,biotech,801,0.36,377.0
0,biotech,821,0.38,381.0
0,biotech,841,0.42,388.0
0,biotech,861,0.36,395.0
0,biotech,881,0.26,403.0
0,biotech,901,0.2,408.0
0,biotech,921,0.16,414.0
0,biotech,941,0.2,417.0
0,biotech,961,0.2,421.0
0,biotech,981,0.3,423.0
0,biotech,1001,0.28,430.0
0,biotech,1021,0.28,433.0
0,biotech,1041,0.28,440.0
0,biotech,1061,0.34,447.0
0,biotech,1081,0.38,450.0
0,biotech,1101,0.28,458.0
0,biotech,1121,0.2,466.0
0,biotech,1141,0.18,470.0
0,biotech,1161,0.22,472.0
0,biotech,1181,0.22,477.0
0,biotech,1201,0.26,482.0
0,biotech,1221,0.3,485.0
0,biotech,1241,0.38,489.0
0,biotech,1261,0.24,498.0
0,biotech,1281,0.24,502.0
0,biotech,1301,0.22,509.0
0,biotech,1321,0.32,512.0
0,biotech,1341,0.28,517.0
0,biotech,1361,0.24,525.0
0,biotech,1381,0.24,528.0
0,biotech,1401,0.2,534.0
0,biotech,1421,0.16,537.0
0,biotech,1441,0.16,540.0
0,biotech,1461,0.2,543.0
0,biotech,1481,0.24,547.0
0,biotech,1501,0.12,552.0
0,biotech,1521,0.12,555.0
0,biotech,1541,0.2,558.0
0,biotech,1561,0.22,558.0
0,biotech,1581,0.14,564.0
0,biotech,1601,0.18,568.0
0,biotech,1621,0.2,568.0
0,biotech,1641,0.16,575.0
0,biotech,1661,0.2,577.0
0,biotech,1681,0.2,581.0
0,biotech,1701,0.08,586.0
0,biotech,1721,0.08,587.0
0,biotech,1741,0.12,589.0
0,biotech,1761,0.14,591.0
0,biotech,1781,0.18,593.0
0,biotech,1801,0.16,596.0
0,biotech,1821,0.2,600.0
0,biotech,1841,0.24,603.0
0,biotech,1861,0.22,609.0
0,biotech,1881,0.26,612.0
0,biotech,1901,0.2,617.0
0,biotech,1921,0.18,622.0
0,biotech,1941,0.2,625.0
0,biotech,1961,0.16,629.0
0,biotech,1981,0.2,632.0
0,biotech,2001,0.24,637.0
0,biotech,2021,0.3,640.0
0,biotech,2041,0.16,646.0
0,biotech,2061,0.16,649.0
0,biotech,2081,0.14,653.0
0,biotech,2101,0.16,656.0
0,biotech,2121,0.28,658.0
0,biotech,2141,0.24,663.0
0,biotech,2161,0.2,668.0
0,biotech,2181,0.18,673.0
0,biotech,2201,0.18,676.0
0,biotech,2221,0.24,679.0
0,biotech,2241,0.18,683.0
0,biotech,2261,0.1,688.0
0,biotech,2281,0.08,692.0
0,biotech,2301,0.08,693.0
0,biotech,2321,0.16,694.0
0,biotech,2341,0.2,696.0
0,biotech,2361,0.2,700.0
0,biotech,2381,0.22,702.0
0,biotech,2401,0.22,706.0
0,biotech,2421,0.18,711.0
0,biotech,2441,0.24,715.0
0,biotech,2461,0.34,719.0
0,biotech,2481,0.24,726.0
0,biotech,2501,0.26,732.0
0,biotech,2521,0.16,738.0
0,biotech,2541,0.1,743.0
0,biotech,2561,0.06,745.0
0,biotech,2581,0.06,746.0
0,biotech,2601,0.12,747.0
0,biotech,2621,0.14,748.0
0,biotech,2641,0.18,751.0
0,biotech,2661,0.14,755.0
0,biotech,2681,0.14,756.0
0,biotech,2701,0.12,760.0
0,biotech,2721,0.14,763.0
0,biotech,2741,0.14,765.0
0,biotech,2761,0.2,768.0
0,biotech,2781,0.24,771.0
0,biotech,2801,0.26,774.0
0,biotech,2821,0.14,781.0
0,biotech,2841,0.1,784.0
0,biotech,2861,0.1,787.0
0,biotech,2881,0.14,788.0
0,biotech,2901,0.18,790.0
0,biotech,2921,0.1,795.0
0,biotech,2941,0.14,797.0
0,biotech,2961,0.24,800.0
0,biotech,2981,0.3,803.0
0,biotech,3001,0.16,810.0
0,biotech,3021,0.18,815.0
0,biotech,3041,0.2,818.0
0,biotech,3061,0.2,822.0
0,biotech,3081,0.14,826.0
0,biotech,3101,0.1,830.0
0,biotech,3121,0.1,833.0
0,biotech,3141,0.14,834.0
0,biotech,3161,0.22,835.0
0,biotech,3181,0.16,841.0
0,biotech,3201,0.12,845.0
0,biotech,3221,0.08,849.0
0,biotech,3241,0.14,850.0
0,biotech,3261,0.14,852.0
0,biotech,3281,0.12,855.0
0,biotech,3301,0.14,857.0
0,biotech,3321,0.14,860.0
0,biotech,3341,0.12,863.0
0,biotech,3361,0.08,865.0
0,biotech,3381,0.02,869.0
0,biotech,3401,0.06,869.0
0,biotech,3421,0.12,870.0
0,biotech,3441,0.14,871.0
0,biotech,3461,0.1,874.0
0,biotech,3481,0.08,877.0
0,biotech,3501,0.12,878.0
0,biotech,3521,0.24,880.0
0,biotech,3541,0.18,883.0
0,biotech,3561,0.06,889.0
0,biotech,3581,0.02,891.0
0,biotech,3601,0.06,891.0
0,biotech,3621,0.16,891.0
0,biotech,3641,0.16,894.0
0,biotech,3661,0.08,899.0
0,biotech,3681,0.02,902.0
0,biotech,3701,0.02,903.0
0,biotech,3721,0.1,903.0
0,biotech,3741,0.16,903.0
0,biotech,3761,0.12,907.0
0,biotech,3781,0.16,908.0
0,biotech,3801,0.14,911.0
0,biotech,3821,0.16,913.0
0,biotech,3841,0.14,916.0
0,biotech,3861,0.12,919.0
0,biotech,3881,0.14,921.0
0,biotech,3901,0.1,925.0
0,biotech,3921,0.12,927.0
0,biotech,3941,0.14,929.0
0,biotech,3961,0.1,932.0
0,biotech,3981,0.1,934.0
0,biotech,4001,0.08,936.0
0,biotech,4021,0.08,938.0
0,biotech,4041,0.06,940.0
0,biotech,4061,0.06,941.0
0,biotech,4081,0.08,942.0
0,biotech,4101,0.08,944.0
0,biotech,4121,0.06,945.0
0,biotech,4141,0.08,946.0
0,biotech,4161,0.1,948.0
0,biotech,4181,0.1,949.0
0,biotech,4201,0.08,952.0
0,biotech,4221,0.06,953.0
0,biotech,4241,0.04,956.0
0,biotech,4261,0.04,956.0
0,biotech,4281,0.06,956.0
0,biotech,4301,0.12,958.0
0,biotech,4321,0.16,958.0
0,biotech,4341,0.16,960.0
0,biotech,4361,0.08,965.0
0,biotech,4381,0.08,967.0
0,biotech,4401,0.14,968.0
0,biotech,4421,0.16,969.0
0,biotech,4441,0.12,972.0
0,biotech,4461,0.06,977.0
0,biotech,4481,0.04,978.0
0,biotech,4501,0.06,979.0
0,biotech,4521,0.14,979.0
0,biotech,4541,0.14,981.0
0,biotech,4561,0.12,984.0
0,biotech,4581,0.1,986.0
0,biotech,4601,0.14,990.0
0,biotech,4621,0.16,991.0
0,biotech,4641,0.2,993.0
0,biotech,4661,0.1,999.0
0,biotech,4681,0.06,1001.0
0,biotech,4701,0.08,1003.0
0,biotech,4721,0.14,1003.0
0,biotech,4741,0.12,1006.0
0,biotech,4761,0.06,1010.0
0,biotech,4781,0.12,1011.0
0,biotech,4801,0.1,1013.0
0,biotech,4821,0.08,1015.0
0,biotech,4841,0.1,1018.0
0,biotech,4861,0.08,1019.0
0,biotech,4881,0.04,1021.0
0,biotech,4901,0.08,1023.0
0,biotech,4921,0.08,1023.0
0,biotech,4941,0.1,1025.0
0,biotech,4961,0.1,1027.0
0,biotech,4981,0.1,1029.0
0,biotech,5001,0.16,1031.0
0,biotech,5021,0.12,1033.0
0,biotech,5041,0.1,1037.0
0,biotech,5061,0.1,1038.0
0,biotech,5081,0.06,1041.0
0,biotech,5101,0.06,1043.0
0,biotech,5121,0.08,1043.0
0,biotech,5141,0.14,1044.0
0,biotech,5161,0.12,1046.0
0,biotech,5181,0.12,1049.0
0,biotech,5201,0.06,1052.0
0,biotech,5221,0.14,1053.0
0,biotech,5241,0.16,1055.0
0,biotech,5261,0.14,1057.0
0,biotech,5281,0.06,1063.0
0,biotech,5301,0.04,1064.0
0,biotech,5321,0.08,1064.0
0,biotech,5341,0.1,1066.0
0,biotech,5361,0.1,1066.0
0,biotech,5381,0.12,1068.0
0,biotech,5401,0.1,1071.0
0,biotech,5421,0.06,1074.0
0,biotech,5441,0.06,1075.0
0,biotech,5461,0.08,1076.0
0,biotech,5481,0.12,1078.0
0,biotech,5501,0.16,1079.0
0,biotech,5521,0.12,1083.0
0,biotech,5541,0.1,1085.0
0,biotech,5561,0.12,1087.0
0,biotech,5581,0.1,1090.0
0,biotech,5601,0.12,1092.0
0,biotech,5621,0.12,1094.0
0,biotech,5641,0.2,1095.0
0,biotech,5661,0.18,1099.0
0,biotech,5681,0.18,1102.0
0,biotech,5701,0.1,1105.0
0,biotech,5721,0.04,1109.0
0,biotech,5741,0.04,1110.0
0,biotech,5761,0.06,1111.0
0,biotech,5781,0.08,1112.0
0,biotech,5801,0.1,1113.0
0,biotech,5821,0.1,1115.0
0,biotech,5841,0.14,1117.0
0,biotech,5861,0.14,1119.0
0,biotech,5881,0.14,1120.0
0,biotech,5901,0.14,1124.0
0,biotech,5921,0.1,1126.0
0,biotech,5941,0.06,1129.0
0,biotech,5961,0.04,1131.0
0,biotech,5981,0.06,1131.0
0,biotech,6001,0.08,1133.0
0,biotech,6021,0.1,1133.0
0,biotech,6041,0.06,1136.0
0,biotech,6061,0.04,1137.0
0,biotech,6081,0.04,1138.0
0,biotech,6101,0.04,1139.0
0,biotech,6121,0.06,1140.0
0,biotech,6141,0.1,1141.0
0,biotech,6161,0.14,1141.0
0,biotech,6181,0.12,1144.0
0,biotech,6201,0.12,1146.0
0,biotech,6221,0.1,1149.0
0,biotech,6241,0.08,1151.0
0,biotech,6261,0.06,1153.0
0,biotech,6281,0.06,1155.0
0,biotech,6301,0.1,1155.0
0,biotech,6321,0.06,1157.0
0,biotech,6341,0.1,1159.0
0,biotech,6361,0.14,1160.0
0,biotech,6381,0.14,1161.0
0,biotech,6401,0.12,1165.0
0,biotech,6421,0.1,1168.0
0,biotech,6441,0.14,1169.0
0,biotech,6461,0.1,1173.0
0,biotech,6481,0.14,1175.0
0,biotech,6501,0.08,1178.0
0,biotech,6521,0.1,1180.0
0,biotech,6541,0.1,1181.0
0,biotech,6561,0.08,1183.0
0,biotech,6581,0.04,1186.0
0,biotech,6601,0.04,1187.0
0,biotech,6621,0.04,1187.0
0,biotech,6641,0.02,1188.0
0,biotech,6661,0.02,1189.0
0,biotech,6681,0.02,1189.0
0,biotech,6721,0.06,1190.0
0,biotech,6741,0.06,1190.0
0,biotech,6761,0.04,1191.0
0,biotech,6781,0.02,1193.0
0,biotech,6801,0.02,1193.0
0,biotech,6821,0.02,1194.0
0,biotech,6901,0.02,1194.0
0,biotech,6921,0.02,1194.0
0,biotech,6941,0.04,1194.0
0,biotech,6961,0.04,1195.0
0,biotech,6981,0.08,1195.0
0,biotech,7001,0.08,1196.0
0,biotech,7021,0.06,1199.0
0,biotech,7041,0.08,1200.0
0,biotech,7061,0.04,1202.0
0,biotech,7081,0.02,1203.0
0,biotech,7101,0.06,1204.0
0,biotech,7121,0.06,1204.0
0,biotech,7141,0.06,1206.0
0,biotech,7161,0.08,1207.0
0,biotech,7181,0.08,1209.0
0,biotech,7201,0.1,1209.0
0,biotech,7221,0.06,1211.0
0,biotech,7241,0.02,1214.0
0,biotech,7261,0.04,1214.0
0,biotech,7281,0.06,1214.0
0,biotech,7301,0.04,1215.0
0,biotech,7321,0.04,1217.0
0,biotech,7341,0.04,1217.0
0,biotech,7361,0.02,1219.0
0,biotech,7381,0.08,1219.0
0,biotech,7401,0.08,1219.0
0,biotech,7421,0.06,1222.0
0,biotech,7441,0.08,1223.0
0,biotech,7461,0.1,1224.0
0,biotech,7481,0.08,1227.0
0,biotech,7501,0.06,1228.0
0,biotech,7521,0.02,1230.0
0,biotech,7541,0.04,1231.0
0,biotech,7561,0.04,1231.0
0,biotech,7581,0.06,1233.0
0,biotech,7601,0.06,1233.0
0,biotech,7621,0.12,1234.0
0,biotech,7641,0.14,1236.0
0,biotech,7661,0.22,1236.0
0,biotech,7681,0.18,1241.0
0,biotech,7701,0.1,1244.0
0,biotech,7721,0.06,1247.0
0,biotech,7741,0.04,1249.0
0,biotech,7761,0.04,1250.0
0,biotech,7781,0.04,1251.0
0,biotech,7801,0.02,1252.0
0,biotech,7821,0.04,1253.0
0,biotech,7841,0.1,1253.0
0,biotech,7861,0.14,1255.0
0,biotech,7881,0.1,1258.0
0,biotech,7901,0.06,1262.0
0,biotech,7921,0.06,1263.0
0,biotech,7941,0.1,1264.0
0,biotech,7961,0.14,1264.0
0,biotech,7981,0.12,1267.0
0,biotech,8001,0.12,1269.0
0,biotech,8021,0.08,1272.0
0,biotech,8041,0.1,1274.0
0,biotech,8061,0.08,1276.0
0,biotech,8081,0.06,1278.0
0,biotech,8101,0.1,1280.0
0,biotech,8121,0.08,1280.0
0,biotech,8141,0.06,1283.0
0,biotech,8161,0.02,1284.0
0,biotech,8181,0.1,1284.0
0,biotech,8201,0.14,1285.0
0,biotech,8221,0.14,1286.0
0,biotech,8241,0.08,1290.0
0,biotech,8261,0.1,1292.0
0,biotech,8281,0.08,1293.0
0,biotech,8301,0.12,1295.0
0,biotech,8321,0.12,1297.0
0,biotech,8341,0.14,1299.0
0,biotech,8361,0.1,1303.0
0,biotech,8381,0.1,1304.0
0,biotech,8401,0.04,1307.0
0,biotech,8421,0.02,1308.0
0,biotech,8441,0.04,1309.0
0,biotech,8461,0.08,1309.0
0,biotech,8481,0.06,1310.0
0,biotech,8501,0.08,1312.0
0,biotech,8521,0.1,1313.0
0,biotech,8541,0.1,1315.0
0,biotech,8561,0.04,1317.0
0,biotech,8581,0.02,1318.0
0,biotech,8601,0.02,1319.0
0,biotech,8621,0.06,1319.0
0,biotech,8641,0.1,1319.0
0,biotech,8661,0.06,1322.0
0,biotech,8681,0.08,1322.0
0,biotech,8701,0.06,1324.0
0,biotech,8721,0.06,1325.0
0,biotech,8741,0.04,1327.0
0,biotech,8761,0.04,1328.0
0,biotech,8781,0.06,1328.0
0,biotech,8801,0.02,1330.0
0,biotech,8821,0.02,1330.0
0,biotech,8841,0.1,1331.0
0,biotech,8861,0.16,1331.0
0,biotech,8881,0.12,1333.0
0,biotech,8901,0.06,1337.0
0,biotech,8921,0.02,1339.0
0,biotech,8941,0.02,1340.0
0,biotech,8961,0.08,1340.0
0,biotech,8981,0.06,1341.0
0,biotech,9001,0.06,1343.0
0,biotech,9021,0.08,1344.0
0,biotech,9041,0.06,1345.0
0,biotech,9061,0.02,1347.0
0,biotech,9081,0.02,1348.0
0,biotech,9101,0.06,1348.0
0,biotech,9121,0.08,1348.0
0,biotech,9141,0.1,1349.0
0,biotech,9161,0.08,1352.0
0,biotech,9181,0.06,1353.0
0,biotech,9201,0.04,1356.0
0,biotech,9221,0.04,1356.0
0,biotech,9241,0.02,1357.0
0,biotech,9261,0.02,1358.0
0,biotech,9281,0.04,1358.0
0,biotech,9301,0.04,1359.0
0,biotech,9321,0.04,1360.0
0,biotech,9341,0.06,1360.0
0,biotech,9361,0.04,1361.0
0,biotech,9381,0.06,1362.0
0,biotech,9401,0.06,1363.0
0,biotech,9421,0.14,1363.0
0,biotech,9441,0.14,1365.0
0,biotech,9461,0.1,1368.0
0,biotech,9481,0.06,1371.0
0,biotech,9501,0.06,1373.0
0,biotech,9521,0.12,1374.0
0,biotech,9541,0.12,1374.0
0,biotech,9561,0.06,1379.0
0,biotech,9581,0.04,1380.0
0,biotech,9601,0.04,1381.0
0,biotech,9621,0.04,1382.0
0,biotech,9641,0.04,1382.0
0,biotech,9661,0.06,1383.0
0,biotech,9681,0.12,1384.0
0,biotech,9701,0.08,1386.0
0,biotech,9721,0.1,1387.0
0,biotech,9741,0.06,1390.0
0,biotech,9761,0.06,1391.0
0,biotech,9781,0.04,1392.0
0,biotech,9801,0.04,1394.0
0,biotech,9821,0.14,1394.0
0,biotech,9841,0.16,1394.0
0,biotech,9861,0.06,1399.0
0,biotech,9881,0.02,1401.0
0,biotech,9901,0.06,1402.0
0,biotech,9921,0.08,1402.0
0,biotech,9941,0.1,1403.0
0,biotech,9961,0.04,1406.0
0,biotech,9981,0.02,1408.0
0,biotech,10001,0.02,1408.0
0,biotech,10021,0.02,1409.0
0,biotech,10041,0.06,1409.0
0,biotech,10061,0.12,1409.0
0,biotech,10081,0.14,1411.0
0,biotech,10101,0.06,1415.0
0,biotech,10121,0.02,1418.0
0,biotech,10141,0.06,1418.0
0,biotech,10161,0.06,1419.0
0,biotech,10181,0.06,1421.0
0,biotech,10201,0.06,1422.0
0,biotech,10221,0.04,1423.0
0,biotech,10241,0.04,1425.0
0,biotech,10261,0.06,1425.0
0,biotech,10281,0.02,1427.0
0,biotech,10301,0.02,1428.0
0,biotech,10321,0.04,1428.0
0,biotech,10341,0.1,1428.0
0,biotech,10361,0.08,1430.0
0,biotech,10381,0.06,1432.0
0,biotech,10401,0.06,1433.0
0,biotech,10421,0.04,1434.0
0,biotech,10461,0.06,1436.0
0,biotech,10481,0.08,1436.0
0,biotech,10501,0.08,1439.0
0,biotech,10521,0.08,1440.0
0,biotech,10541,0.06,1442.0
0,biotech,10561,0.02,1444.0
0,biotech,10581,0.02,1444.0
0,biotech,10601,0.08,1445.0
0,biotech,10621,0.08,1445.0
0,biotech,10641,0.06,1448.0
0,biotech,10661,0.06,1449.0
0,biotech,10681,0.04,1450.0
0,biotech,10701,0.04,1451.0
0,biotech,10721,0.06,1452.0
0,biotech,10741,0.08,1453.0
0,biotech,10761,0.06,1454.0
0,biotech,10781,0.02,1457.0
0,biotech,10801,0.02,1457.0
0,biotech,10821,0.04,1458.0
0,biotech,10841,0.06,1458.0
0,biotech,10861,0.04,1460.0
0,biotech,10881,0.02,1461.0
0,biotech,10901,0.04,1461.0
0,biotech,10921,0.06,1461.0
0,biotech,10941,0.08,1463.0
0,biotech,10961,0.06,1464.0
0,biotech,10981,0.08,1465.0
0,biotech,11001,0.04,1467.0
0,biotech,11021,0.1,1469.0
0,biotech,11041,0.12,1469.0
0,biotech,11061,0.18,1470.0
0,biotech,11081,0.06,1475.0
0,biotech,11101,0.06,1476.0
0,biotech,11121,0.04,1478.0
0,biotech,11141,0.02,1479.0
0,biotech,11181,0.04,1480.0
0,biotech,11201,0.04,1480.0
0,biotech,11221,0.02,1481.0
0,biotech,11241,0.04,1482.0
0,biotech,11261,0.06,1482.0
0,biotech,11281,0.08,1483.0
0,biotech,11301,0.08,1485.0
0,biotech,11321,0.06,1486.0
0,biotech,11341,0.06,1488.0
0,biotech,11361,0.04,1489.0
0,biotech,11381,0.1,1490.0
0,biotech,11401,0.12,1491.0
0,biotech,11421,0.1,1494.0
0,biotech,11441,0.08,1495.0
0,biotech,11461,0.04,1497.0
0,biotech,11481,0.04,1499.0
0,biotech,11501,0.06,1499.0
0,biotech,11521,0.08,1500.0
0,biotech,11541,0.06,1501.0
0,biotech,11561,0.04,1503.0
0,biotech,11581,0.02,1504.0
0,biotech,11601,0.04,1505.0
0,biotech,11621,0.06,1505.0
0,biotech,11641,0.04,1506.0
0,biotech,11661,0.1,1507.0
0,biotech,11681,0.12,1508.0
0,biotech,11701,0.08,1511.0
0,biotech,11721,0.06,1512.0
0,biotech,11741,0.06,1514.0
0,biotech,11761,0.08,1515.0
0,biotech,11781,0.14,1515.0
0,biotech,11801,0.08,1517.0
0,biotech,11821,0.06,1519.0
0,biotech,11841,0.04,1521.0
0,biotech,11861,0.1,1521.0
0,biotech,11881,0.1,1522.0
0,biotech,11901,0.12,1525.0
0,biotech,11921,0.14,1526.0
0,biotech,11941,0.08,1529.0
0,biotech,11961,0.08,1531.0
0,biotech,11981,0.06,1533.0
0,biotech,12001,0.1,1534.0
0,biotech,12021,0.08,1535.0
0,biotech,12041,0.02,1538.0
0,biotech,12061,0.02,1539.0
0,biotech,12081,0.04,1539.0
0,biotech,12101,0.06,1540.0
0,biotech,12121,0.08,1540.0
0,biotech,12141,0.06,1542.0
0,biotech,12161,0.02,1544.0
0,biotech,12241,0.02,1545.0
0,biotech,12261,0.02,1545.0
0,biotech,12321,0.02,1546.0
0,biotech,12341,0.06,1546.0
0,biotech,12361,0.06,1546.0
0,biotech,12381,0.04,1548.0
0,biotech,12401,0.02,1549.0
0,biotech,12421,0.06,1550.0
0,biotech,12441,0.1,1550.0
0,biotech,12461,0.08,1553.0
0,biotech,12481,0.08,1554.0
0,biotech,12501,0.1,1555.0
0,biotech,12521,0.12,1557.0
0,biotech,12541,0.12,1558.0
0,biotech,12561,0.06,1562.0
0,biotech,12581,0.02,1564.0
0,biotech,12601,0.04,1565.0
0,biotech,12621,0.04,1565.0
0,biotech,12641,0.08,1566.0
0,biotech,12661,0.1,1567.0
0,biotech,12681,0.1,1568.0
0,biotech,12701,0.1,1570.0
0,biotech,12721,0.1,1572.0
0,biotech,12741,0.08,1573.0
0,biotech,12761,0.02,1576.0
0,biotech,12781,0.02,1577.0
0,biotech,12801,0.02,1577.0
0,biotech,12821,0.02,1577.0
0,biotech,12841,0.04,1578.0
0,biotech,12861,0.04,1578.0
0,biotech,12881,0.06,1578.0
0,biotech,12901,0.04,1580.0
0,biotech,12921,0.06,1580.0
0,biotech,12941,0.02,1582.0
0,biotech,12961,0.02,1583.0
0,biotech,12981,0.04,1583.0
0,biotech,13001,0.02,1584.0
0,biotech,13021,0.02,1585.0
0,biotech,13041,0.06,1585.0
0,biotech,13061,0.04,1586.0
0,biotech,13101,0.02,1587.0
0,biotech,13121,0.08,1587.0
0,biotech,13141,0.1,1587.0
0,biotech,13161,0.12,1588.0
0,biotech,13181,0.04,1592.0
0,biotech,13201,0.06,1592.0
0,biotech,13221,0.04,1594.0
0,biotech,13241,0.06,1594.0
0,biotech,13261,0.04,1596.0
0,biotech,13281,0.02,1597.0
0,biotech,13301,0.02,1598.0
0,biotech,13321,0.02,1598.0
0,biotech,13341,0.04,1598.0
0,biotech,13361,0.04,1599.0
0,biotech,13381,0.02,1600.0
0,biotech,13421,0.02,1601.0
0,biotech,13441,0.06,1601.0
0,biotech,13461,0.08,1602.0
0,biotech,13481,0.08,1604.0
0,biotech,13501,0.14,1605.0
0,biotech,13521,0.14,1606.0
0,biotech,13541,0.06,1610.0
0,biotech,13561,0.02,1613.0
0,biotech,13581,0.08,1613.0
0,biotech,13601,0.06,1614.0
0,biotech,13621,0.04,1616.0
0,biotech,13701,0.04,1617.0
0,biotech,13721,0.1,1617.0
0,biotech,13741,0.1,1617.0
0,biotech,13761,0.08,1621.0
0,biotech,13781,0.1,1622.0
0,biotech,13801,0.06,1624.0
0,biotech,13841,0.04,1627.0
0,biotech,13861,0.08,1627.0
0,biotech,13881,0.06,1628.0
0,biotech,13921,0.02,1631.0
0,biotech,13941,0.04,1631.0
0,biotech,13961,0.06,1631.0
0,biotech,13981,0.04,1632.0
0,biotech,14001,0.04,1633.0
0,biotech,14021,0.02,1634.0
0,biotech,14041,0.02,1634.0
0,biotech,14061,0.04,1635.0
0,biotech,14081,0.1,1635.0
0,biotech,14101,0.1,1636.0
0,biotech,14121,0.08,1638.0
0,biotech,14141,0.04,1641.0
0,biotech,14161,0.08,1641.0
0,biotech,14181,0.1,1642.0
0,biotech,14201,0.06,1644.0
0,biotech,14221,0.02,1647.0
0,biotech,14241,0.04,1647.0
0,biotech,14261,0.02,1648.0
0,biotech,14281,0.02,1649.0
0,biotech,14301,0.04,1649.0
0,biotech,14321,0.06,1649.0
0,biotech,14341,0.08,1650.0
0,biotech,14361,0.06,1652.0
0,biotech,14381,0.06,1653.0
0,biotech,14401,0.04,1654.0
0,biotech,14421,0.08,1655.0
0,biotech,14441,0.06,1656.0
0,biotech,14461,0.1,1657.0
0,biotech,14481,0.08,1659.0
0,biotech,14501,0.04,1662.0
0,biotech,14521,0.06,1662.0
0,biotech,14541,0.1,1663.0
0,biotech,14561,0.1,1664.0
0,biotech,14581,0.06,1666.0
0,biotech,14601,0.06,1669.0
0,biotech,14621,0.08,1669.0
0,biotech,14641,0.04,1671.0
0,biotech,14661,0.04,1673.0
0,biotech,14681,0.06,1673.0
0,biotech,14701,0.08,1674.0
